id,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price
0,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
1,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
2,Apple,2020 Macbook Air,M1,Mac OS Big Sur,256 GB,8 GB,33.78 cm (13.3 inch),No,"₹70,990"
3,Apple,2020 Macbook Air,M1,Mac OS Big Sur,256 GB,8 GB,33.78 cm (13.3 inch),No,"₹70,990"
4,Apple,2020 Macbook Air,M1,Mac OS Big Sur,256 GB,8 GB,33.78 cm (13.3 inch),No,"₹70,990"
5,Lenovo,V15 G3 IAP,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹49,990"
6,ASUS,X515EA-EJ522WS,Core i5,Windows 11 Home,NA,8 GB,39.62 cm (15.6 Inch),No,"₹40,990"
7,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
8,ASUS,X1500EA-EJ311W,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹27,990"
9,HP,15-fb0147AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹45,990"
10,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
11,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
12,DELL,New Inspiron 15 Laptop,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹45,999"
13,ASUS,Gaming F15,Core i5,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 Inch),No,"₹47,990"
14,ASUS,E510MA-EJ001W,Celeron Dual Core,Windows 11 Home,256 GB,4 GB,39.62 cm (15.6 Inch),No,"₹19,990"
15,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
16,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
17,Lenovo,Lenovo V15,Celeron Dual Core,Windows 11 Home,NA,8 GB,39.62 cm (15.6 inch),No,"₹22,990"
18,Acer,EX215-23,Ryzen 5 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹29,990"
19,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
20,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990"
21,DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹35,980"
22,SAMSUNG,NP550,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹47,990"
23,ASUS,K3504VAB-NJ322WS,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹39,990"
24,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
25,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
26,DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,96.52 cm (38 cm),No,"₹36,480"
27,Lenovo,15IAU7,Core i3,Windows 11 Home,512 GB,8 GB,100.63 cm (39.62 cm),No,"₹35,990"
28,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
29,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
30,HP,15s- eq2144au,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹38,990"
31,HP,e0333ax,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),No,"₹88,407"
32,MSI,Modern 14 C7M-063IN,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹33,990"
33,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
34,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
35,ASUS,X515EA-EJ342WS,Core i3,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 Inch),No,"₹33,990"
36,MSI,Thin GF63 12UC-846IN,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹52,990"
37,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
38,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
39,DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹35,980"
40,MSI,Bravo 15 B5ED,Ryzen 7 Octa Core,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 inch),No,"₹54,990"
41,MSI,Modern 14 C11M-031IN,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹28,990"
42,ASUS,15,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹36,990"
43,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990"
44,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990"
45,Infinix,XL422,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹27,990"
46,MSI,GF63 Thin 11UC-1294IN,Core i7,Windows 11 Home,4 TB,16 GB,39.62 cm (15.6 Inch),No,"₹66,780"
47,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
48,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
49,HP,255 G8,Ryzen 3 Dual Core,DOS,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹30,500"
50,Ultimus,NU14U3INC43BN-MB,Celeron Dual Core,Windows 11 Home,128 GB,4 GB,35.81 cm (14.1 Inch),No,"₹11,990"
51,Acer,A715-76G,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹57,990"
52,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
53,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
54,Acer,AN515-58,Core i7,Windows 11 Home,1 TB,16 GB,39.62 cm (15.6 Inch),No,"₹89,990"
55,ASUS,X1502ZA-EJ953WS,Core i3,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹36,990"
56,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
57,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
58,ASUS,Vivobook 15,Core i3,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 inch),No,"₹43,534"
59,CHUWI,Hero Book Pro,Celeron Dual Core,Windows 11 Home,256 GB,8 GB,35.81 cm (14.1 inch),No,"₹18,990"
60,Lenovo,V15 G3 IAP,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹32,840"
61,Lenovo,15ITL6,Core i5,Windows 11 Home,NA,16 GB,39.62 cm (15.6 inch),No,"₹44,990"
62,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
63,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
64,ASUS,E1504FA-NJ322WS,Ryzen 3 Quad Core,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹33,990"
65,ASUS,S3402ZA-KM501WS,Core i5,Windows 11 Home,NA,16 GB,35.56 cm (14 Inch),No,"₹65,990"
66,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990"
67,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990"
68,DELL,New Inspiron 15 Laptop,Core i5,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
69,Lenovo,16IAH8,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),No,"₹61,190"
70,Apple,MacBook Pro,M2,Mac OS Monterey,256 GB,8 GB,33.78 cm (13.3 Inch),No,"₹99,990"
71,SAMSUNG,Galaxy Book3,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹69,990"
72,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
73,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
74,Lenovo,15ACH6,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,100.63 cm (39.62 cm),No,"₹45,990"
75,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹40,490"
76,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
77,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
78,Acer,A315-510P,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 inch),No,"₹29,980"
79,Infinix,INBook Y1 Plus,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹25,990"
80,ASUS,X1502ZA-EJ515WS,Core i5,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹47,990"
81,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990"
82,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
83,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
84,ASUS,TN3402QA-LZ740WS,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),Yes,"₹64,990"
85,HP,15s- eq2144au,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹43,490"
86,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
87,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990"
88,ASUS,E1504FA-LK521WS,Ryzen 5 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹45,990"
89,ASUS,E1404GA-NK322WS,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹35,990"
90,Infinix,INBook Y2 Plus,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹34,990"
91,HP,15-fe0027TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,"₹88,690"
92,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
93,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
94,Acer,A514-56GM,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹56,990"
95,Acer,AN515-58,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹86,990"
96,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
97,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
98,MSI,Modern 14 C11M-030IN,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹36,990"
99,ASUS,Vivobook 16X,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),No,"₹57,390"
100,Infinix,XL30,Celeron Quad Core,Windows 11 Home,512 GB,8 GB,39.01 cm (15.36 inch),No,"₹23,990"
101,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
102,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
103,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
104,DELL,Inspiron 3511,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹45,990"
105,ASUS,X515EA-EJ312W,Core i3,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 Inch),No,"₹27,990"
106,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
107,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990"
108,HP,15s- eq1580AU,Ryzen 3 Dual Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹30,999"
109,HP,15-fb0131AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹58,800"
110,HP,14s - dy2508TU,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,"₹43,349"
111,HP,15-fd0011TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹60,490"
112,HP,14c-cc0010TU,Core i5,Chrome,256 GB,8 GB,35.56 cm (14 inch),No,"₹62,990"
113,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
114,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
115,Lenovo,15ITL05,Core i3,Windows 11 Home,NA,8 GB,39.62 cm (15.6 Inch),No,"₹32,990"
116,MSI,Modern 14 C7M-062IN,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹37,990"
117,HP,15s-ey1509AU,Athlon Dual Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹30,690"
118,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
119,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
120,Apple,MacBook Air,M2,Mac OS Monterey,256 GB,8 GB,34.54 cm (13.6 Inch),No,"₹1,04,990"
121,HP,255 G8 Laptop,Ryzen 3 Dual Core,DOS,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹23,999"
122,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
123,HP,14c-cc0010TU,Core i5,Chrome,256 GB,8 GB,35.56 cm (14 inch),No,"₹62,990"
124,ASUS,E1504FA-LK321WS,Ryzen 3 Quad Core,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹39,990"
125,Lenovo,V15 G2 ALC,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹34,990"
126,ASUS,E1504FA-LK323WS,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹39,990"
127,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
128,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
129,HP,15s-fy5006TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
130,HP,14s - dy2507TU,Core i3,Windows 11 Home,256 GB,8 GB,35.56 cm (14 inch),No,"₹35,990"
131,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990"
132,HP,15-fd0011TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹60,490"
133,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990"
134,Lenovo,15IRU8,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹44,990"
135,HP,14-dv2014TU,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹63,999"
136,ASUS,UP5401ZA-KU541WS,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),Yes,"₹76,990"
137,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
138,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
139,WINGS,WL-Nuvobook V1-GRN,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹27,990"
140,HP,14a-ca0504TU,Celeron Quad Core,Chrome,64 GB,4 GB,35.56 cm (14 Inch),Yes,"₹24,500"
141,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
142,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
143,Lenovo,15APH8,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹1,01,990"
144,Ultimus,NU14U3INF56BN-SG,Core i5,Windows 11 Home,512 GB,8 GB,35.81 cm (14.1 Inch),Yes,"₹19,990"
145,ASUS,FX506HF-HN026W,Core i5,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹55,990"
146,Infinix,ZL513,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹48,990"
147,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
148,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
149,Infinix,XL28,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹29,990"
150,CHUWI,FreeBook,Core i3,Windows 11 Home,512 GB,12 GB,34.29 cm (13.5 inch),Yes,"₹33,990"
151,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
152,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
153,ASUS,S3402ZA-KM502WS,Core i5,Windows 11 Home,NA,16 GB,35.56 cm (14 Inch),No,"₹65,990"
154,MSI,Thin GF63 12VF-663IN,Core i7,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 Inch),No,"₹79,990"
155,ASUS,X415EA-EK344WS,Core i3,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹35,990"
156,Acer,Aspire 3,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹44,990"
157,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990"
158,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990"
159,ASUS,M1605YA-MB551WS,Ryzen 5 Hexa Core,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,"₹53,990"
160,Lenovo,15ARH7,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹56,990"
161,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
162,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
163,MSI,Thin GF63 12VF-268IN,Core i5,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 Inch),No,"₹74,990"
164,ASUS,X1605VAB-MB544WS,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),No,"₹60,990"
165,HP,15s-fq5112TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹57,990"
166,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
167,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
168,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
169,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
170,HP,15-fd0024TU,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹79,590"
171,Lenovo,15IHU6,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹50,990"
172,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
173,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990"
174,Infinix,INBook X1 Neo,Celeron Quad Core,Windows 11 Home,256 GB,8 GB,35.56 cm (14 inch),No,"₹24,990"
175,Lenovo,15ARH7,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹67,890"
176,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990"
177,HP,15-fd0011TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹60,490"
178,DELL,Inspiron 3511,Core i3,Windows 11 Home,512 GB,8 GB,96.52 cm (38 cm),No,"₹36,990"
179,HP,HP Pavilion 15,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,38.1 cm (15 inch),No,"₹50,990"
180,Lenovo,15IRU8,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹44,990"
181,MSI,GF63 Thin 11UCX-1496IN,Core i5,Windows 11 Home,4 TB,16 GB,39.62 cm (15.6 Inch),No,"₹50,990"
182,Lenovo,15IAU7,Core i3,Windows 11 Home,NA,8 GB,39.62 cm (15.6 Inch),No,"₹35,990"
183,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
184,ASUS,X1605VAB-MB544WS,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),No,"₹60,990"
185,HP,15-fb0135AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹57,990"
186,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
187,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
188,ASUS,M1605YA-MB551WS,Ryzen 5 Hexa Core,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,"₹53,990"
189,ASUS,X1504ZA-NJ521WS,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹47,990"
190,HP,15-fe0027TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,"₹88,690"
191,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990"
192,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
193,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999"
194,MSI,Thin GF63 12VF-268IN,Core i5,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 Inch),No,"₹74,990"
195,Infinix,XL30,Celeron Quad Core,Windows 11 Home,512 GB,8 GB,39.01 cm (15.36 inch),No,"₹23,990"
196,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990"
197,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990"
198,ASUS,TN3402QA-LZ520WS,Ryzen 5 Hexa Core,Windows 11 Home,1 TB,8 GB,35.56 cm (14 inch),Yes,"₹58,990"
199,DELL,Inspiron 3511,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹43,990"
200,SAMSUNG,Galaxy Book3,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹89,990"
201,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990"
202,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990"
203,HP,15s-fy5007TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹52,990"
204,ASUS,M1502QA-EJ741WS,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,39.62 cm (15.6 Inch),No,"₹49,990"
205,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990"
206,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990"
207,SAMSUNG,Galaxy Book3,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹74,990"
208,DELL,Vostro,Core i3,Windows 10,256 GB,8 GB,38.0 cm (14.96 Inch),No,"₹34,990"
209,Infinix,INBook X2 Plus Core i7,Core i7,Windows 11 Home,1 TB,16 GB,39.62 cm (15.6 inch),No,"₹40,990"
